,Weight,Height
0,140.7186047660808,70.49942704171386
1,140.724330951084,70.48937688432416
2,153.6997929715382,76.71472252651105
3,152.37192124185864,74.67625341688542
4,142.17150011691868,71.67282595460249
5,150.40336875850474,74.89688795040911
6,154.0770872653786,76.63534220762229
7,151.3076187368366,76.04166152924628
8,130.56932628973956,65.8021786569421
9,135.36319789263615,67.12899672907031
10,157.20178477002403,77.89073782067958
11,149.56231085779174,74.24717218537432
12,153.235993487564,77.19768557215487
13,134.6741009237999,69.08777242520142
14,154.60928710646436,77.00615527627048
15,150.04053092998697,74.14503934931116
16,151.28646949215423,74.51324917149289
17,137.2170215380177,66.25770371263805
18,151.74370873877717,75.8104842452463
19,136.8639157818497,69.52228053980345
20,134.4880539477458,66.25224570767203
21,131.56427922649138,67.13423777464875
22,151.9540050874208,77.25455791815209
23,137.40070553176668,70.42554193284764
24,133.89763968615952,67.39946342027537
25,142.42873798005002,71.95207034177761
26,151.8783065271728,75.50259536907029
27,133.89102049503566,66.1713253429828
28,133.60241192572803,65.36795127779716
29,147.68518787527472,74.57790375801744
30,139.92804050134444,69.55464979823455
31,133.19449722094936,66.47903189370665
32,139.1645310057066,70.57071345209276
33,137.62812175334113,69.76881606500854
34,138.13339600615532,67.24196173515864
35,142.90269696172882,73.36940811909844
36,148.18424187988504,73.32370123116415
37,144.9459025914495,72.51154719023293
38,137.8477582673516,69.06073030011362
39,151.00914823871977,74.77257550594364
40,146.79843904758727,73.99978856707858
41,140.23759322125832,68.76854778411791
42,145.4674156759573,73.31888562232147
43,132.80657613715042,66.20786832188809
44,133.33718282695142,67.55691673921626
45,155.21734088781787,77.95214368762505
46,144.53275408009347,72.42331619917164
47,142.26297392454555,71.07723034653795
48,134.42256667616365,68.61300988425134
49,134.16469484787328,67.08290628112123
50,133.96168752013165,66.76024140638626
51,137.18747314459057,69.03015918725332
52,149.00596249765928,74.08704954395168
53,152.26636956972672,77.2112164893173
54,138.59078256963173,69.5221893037775
55,143.28393694474173,71.93592234688867
56,131.09391802954286,65.42050312406309
57,132.19109717952531,65.08118164471438
58,149.12157776441887,74.34730979611442
59,148.14301977007622,73.56223610167999
60,146.5031128060384,73.47726919681874
61,128.3480034686788,65.25489400854458
62,144.1399978401983,70.74672702200999
63,146.99426079334708,74.42595316823267
64,150.24746229297196,74.14424046976372
65,136.50388791863165,69.27133381025702
66,151.5262391765511,77.59320693991842
67,136.8720506612073,69.58146545665981
68,134.6375033568141,66.7889858997434
69,147.54582118025226,73.18452564621255
70,154.3341603902504,77.77484745049793
71,138.04866468518978,66.74834341209935
72,145.77959968828858,72.78707786945962
73,129.93017414538423,66.41037173986257
74,132.4067016734206,67.9383874539013
75,129.9443144784102,65.67543528631356
76,136.0528643564701,67.61928828776628
77,149.82434438031538,74.70867562708001
78,138.0675605972943,67.97773898163645
79,135.7421662869129,68.55874232811694
80,141.26293743502217,71.22901260988591
81,133.1596742928167,66.31845430139556
82,153.29044545396948,76.33794831303993
83,147.1377642047418,72.41970665019377
84,136.70891959208237,68.43530219579006
85,136.58700136157918,67.63585966274383
86,137.7544893087273,69.3995373188902
87,132.46505731708825,65.71256917294893
88,140.22574878046615,69.2987382294759
89,149.1696916488297,73.94665935878737
90,138.9585017580252,68.47210724290143
91,152.0584431781432,76.405442604681
92,130.32376850835448,65.30315562721526
93,135.38427937941583,68.00795525573531
94,148.47335878959345,74.33971332476436
95,150.1552478768664,74.9470577915321
96,133.54059454305192,65.8163727936561
97,154.05668587465277,76.65177687506345
98,156.56443543544393,76.58002943850006
99,147.82849472794587,74.25171553316102
